ticker,company,sector_gics,sector_icb,stock_index,country
UL,Unilever PLC,Industrials,Oil & gas,,Kingdom
PG,The Procter &amp; Gamble Company,Industrials,Oil & gas,,United States
EL,The Estée Lauder Companies Inc.,Industrials,Oil & gas,,United States
OR.PA,L'Oreal SA,Industrials,Oil & gas,,France
DANOY,Danone SA,Industrials,Oil & gas,,France
CARR.PA,CARR.PA,Industrials,Oil & gas,,nan
TSCDY,Tesco PLC,Industrials,Oil & gas,,Kingdom
MEO.DE,MEO.DE,Industrials,Oil & gas,,nan
MEO.DE,MEO.DE,,Industrials,,nan
MC.PA,LVMH Moët Hennessy Louis Vuitton S.E.,Industrials,Oil & gas,CAC 40,France
SK.PA,SEB SA,Industrials,Oil & gas,,France
ML.PA,Compagnie Générale des Établissements Michelin,Industrials,Oil & gas,CAC 40,France
LPE.PA,Laurent-Perrier S.A.,Industrials,Oil & gas,,France
RIN.PA,Vilmorin &amp; Cie SA,Industrials,Oil & gas,,France
ILD.PA,Iliad SA,Communication services,Telecommunication,,France
SFR.PA,SFR.PA,Communication services,Telecommunication,,nan
CHL,China Mobile Limited,Communication services,Telecommunication,,Hong Kong
DTEGY,Deutsche Telekom AG,Communication services,Telecommunication,,Germany
NPPXF,Nippon Telegraph and Telephone Corporation,Communication services,Telecommunication,,Japan
DCM,"NTT DOCOMO, Inc American Deposi",Communication services,Telecommunication,,nan
S,Sprint Corporatio,Communication services,Telecommunication,,United States
SEQ.PA,Sequana SA,,Basic materials,,France
JCQ.PA,Jacquet Metal Service SA,,Basic materials,,France
EXAC.PA,Exacompta Clairefontaine S.A.,,Basic materials,,France
RX.PA,Recylex S.A.,,Basic materials,,France
PVL.PA,Plastiques du Val de Loire,,Basic materials,,France
ORAP.PA,Orapi,,Basic materials,,France
DBT.PA,DBT.PA,,Basic materials,,nan
AI.PA,L'Air Liquide S.A.,,Basic materials,CAC 40,France
PCA.PA,PCAS SA,,Basic materials,,France
APAM.NX,APAM.NX,,Basic materials,,nan
CSCP,CSCP,Information technology,Technology,,nan
JD,"JD.com, Inc.",Information technology,Technology,NASDAQ 100,China
PCRFY,Panasonic Corporation,Information technology,Technology,,Japan
TOSYY,Toshiba Corporation,Information technology,Technology,,Japan
EOAN.DE,E.ON SE,Energy,Utilities,DAX,Germany
RWE.DE,RWE AG,Energy,Utilities,,Germany
EBK.DE,EnBW Energie Baden-Württemberg AG,Energy,Utilities,,Germany
IGY.DE,innogy SE,Energy,Utilities,,Germany
ENI.DE,Eni S.p.A.,Energy,Utilities,,Italy
UN01.DE,Uniper SE,Energy,Utilities,,Germany
WWG.F,Gelsenwasser AG,Energy,Utilities,,Germany
LEC.F,Lechwerke AG,Energy,Utilities,,Germany
FP3.F,"NextEra Energy, Inc.",Energy,Utilities,,United States
D2MN.SG,Duke Energy Corp. (New) Registe,Energy,Utilities,,nan
RIO1.DE,Rio Tinto plc,Energy,Utilities,,Kingdom
8GC.DE,8GC.DE,Energy,Utilities,,nan
BHP1.DE,BHP1.DE,Energy,Utilities,,nan
CRC.F,Canadian Natural Resources Limited,Energy,Utilities,,Canada
D.F,D.F,Energy,Utilities,,nan
KOP.F,Korea Electric Power Corporation,Energy,Utilities,,Korea
CLP.F,CLP Holdings Limited,Energy,Utilities,,Hong Kong
DB1.DE,Deutsche Boerse AG,Financials,Financials,,Germany
MUV2.DE,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft,Financials,Financials,DAX,Germany
DBK.DE,Deutsche Bank AG,Financials,Financials,,Germany
HNR1.DE,Hannover Rück SE,Financials,Financials,,Germany
CBK.DE,Commerzbank AG,Financials,Financials,,Germany
TLX.DE,Talanx Aktiengesellschaft,Financials,Financials,,Germany
CMC.DE,JPMorgan Chase &amp; Co.,Financials,Financials,,United States
NWT.F,Wells Fargo &amp; Company,Financials,Financials,,United States
NCB.F,Bank of America Corporation,Financials,Financials,,United States
C6T.F,China Construction Bank Corporation,Financials,Financials,,China
TRVC.F,Citigroup Inc.,Financials,Financials,,United States
HBC1.F,HSBC Holdings plc,Financials,Financials,,Kingdom
3V64.DE,Visa Inc.,Financials,Financials,,United States
FRE.DE,Fresenius SE &amp; Co. KGaA,Healthcare,Healthcare,,Germany
FME.DE,Fresenius Medical Care AG &amp; Co. KGaA,Healthcare,Healthcare,,Germany
MRK.DE,MERCK Kommanditgesellschaft auf Aktien,Healthcare,Healthcare,DAX,Germany
AFX.DE,Carl Zeiss Meditec AG,Healthcare,Healthcare,,Germany
RHKG.DE,RHKG.DE,Healthcare,Healthcare,,nan
MOR.DE,MorphoSys AG,Healthcare,Healthcare,,Germany
RHO5.DE,Roche Holding AG,Healthcare,Healthcare,,Switzerland
PFE.F,Pfizer Inc.,Healthcare,Healthcare,,United States
NOT.F,Novartis AG,Healthcare,Healthcare,,Switzerland
UNH.F,UnitedHealth Group Incorporated,Healthcare,Healthcare,,United States
AMG.DE,Amgen Inc.,Healthcare,Healthcare,,United States
2M6.DE,Medtronic plc,Healthcare,Healthcare,,Ireland
SNW.F,Sanofi,Healthcare,Healthcare,,France
GIS.DE,"Gilead Sciences, Inc.",Healthcare,Healthcare,,United States
4AB.F,AbbVie Inc.,Healthcare,Healthcare,,United States
BRM.DE,Bristol-Myers Squibb Company,Healthcare,Healthcare,,United States
CG3.F,Celgene Corporation,Healthcare,Healthcare,,United States
GS7.DE,GlaxoSmithKline plc,Healthcare,Healthcare,,Kingdom
LLY.F,Eli Lilly and Company,Healthcare,Healthcare,,United States
IDP.DE,Biogen Inc.,Healthcare,Healthcare,,United States
DPW.DE,Deutsche Post AG,,Industrials,DAX,Germany
VNA.DE,Vonovia SE,,Industrials,DAX,Germany
DWNI.DE,Deutsche Wohnen SE,,Industrials,,Germany
FRA.DE,Fraport AG,,Industrials,,Germany
LEG.DE,LEG Immobilien AG,,Industrials,,Germany
GIB.F,GSW Immobilien AG,,Industrials,,Germany
SIX2.DE,Sixt SE,,Industrials,,Germany
NNZA.BE,"NAMPAK LTD  RC-,05",,Industrials,,nan
UPAB.F,"United Parcel Service, Inc.",,Industrials,,United States
FDX.DE,FedEx Corporation,,Industrials,,United States
SPG.F,SPRINGER NATURE INH O.N.,,Industrials,,nan
CY2.F,Canadian National Railway Company,,Industrials,,Canada
2CK.F,CK Hutchison Holdings Limited,,Industrials,,Hong Kong
A0T.F,American Tower Corporation (REIT),,Industrials,,United States
DRI.DE,1&amp;1 Drillisch AG,Communication services,Telecommunication,,Germany
SOBA.F,AT&amp;T Inc.,Communication services,Telecommunication,,United States
CTM.F,China Mobile Limited,Communication services,Telecommunication,,Hong Kong
BAC.DE,Verizon Communications Inc.,Communication services,Telecommunication,,United States
MCN.F,"NTT DOCOMO, INC.",Communication services,Telecommunication,,Japan
NTT.F,Nippon Telegraph and Telephone Corporation,Communication services,Telecommunication,,Japan
VODI.DE,Vodafone Group Plc,Communication services,Telecommunication,,nan
MNW.F,MNW.F,Communication services,Telecommunication,,nan
DIP.F,KDDI Corporation,Communication services,Telecommunication,,Japan
TM5.F,"T-Mobile US, Inc.",Communication services,Telecommunication,,United States
TSTA.F,Telstra Corporation Limited,Communication services,Telecommunication,,Australia
BTQ.F,BT Group plc,Communication services,Telecommunication,,Kingdom
TNE5.F,"Telefónica, S.A.",Communication services,Telecommunication,,Spain
FTE.F,Orange S.A.,Communication services,Telecommunication,,France
SIE.DE,Siemens Aktiengesellschaft,Information technology,Technology,DAX,Germany
IFX.DE,Infineon Technologies AG,Information technology,Technology,DAX,Germany
SRT3.DE,Sartorius Aktiengesellschaft,Information technology,Technology,,Germany
RAA.DE,RATIONAL Aktiengesellschaft,Information technology,Technology,,Germany
WIN.DE,Diebold Nixdorf AG,Information technology,Technology,,Germany
LEO.DE,LEONI AG,Information technology,Technology,,Germany
JEN.DE,Jenoptik AG,Information technology,Technology,,Germany
AAPL.F,AAPL.F,Information technology,Technology,,nan
GEC.F,General Electric Company,Information technology,Technology,,United States
SSU.DE,SSU.DE,Information technology,Technology,,nan
INL.F,Intel Corporation,Information technology,Technology,,United States
IBM.F,International Business Machines Corporation,Information technology,Technology,,United States
CIS.F,"Cisco Systems, Inc.",Information technology,Technology,,United States
TSFA.F,Taiwan Semiconductor Manufacturing Company Limited,Information technology,Technology,,Taiwan
TII.F,Texas Instruments Incorporated,Information technology,Technology,,United States
SAP.DE,SAP SE,Information technology,Technology,DAX,Germany
ZAL.DE,Zalando SE,Information technology,Technology,,Germany
G24.DE,Scout24 AG,Information technology,Technology,,Germany
WDI.DE,Wirecard AG,Information technology,Technology,DAX,Germany
FNTN.DE,freenet AG,Information technology,Technology,,Germany
RKET.DE,Rocket Internet SE,Information technology,Technology,,Germany
ABEC.DE,Alphabet Inc.,Information technology,Technology,,United States
MSF.F,Microsoft Corporation,Information technology,Technology,,United States
AMZ.F,"Amazon.com, Inc.",Information technology,Technology,,United States
FB2A.DE,"Facebook, Inc.",Information technology,Technology,,United States
NNND.DE,NNND.DE,Information technology,Technology,,nan
AHLA.F,Alibaba Group Holding Limited,Information technology,Technology,,China
ORC.F,Oracle Corporation,Information technology,Technology,,United States
QCI.F,QUALCOMM Incorporated,Information technology,Technology,,United States
CSA.F,Accenture plc,Information technology,Technology,,Ireland
IOY.SG,Infosys Limited,Information technology,Technology,,India
SFT.F,SoftBank Group Corp.,Information technology,Technology,,Japan
ADB.F,Adobe Inc.,Information technology,Technology,,United States
FOO.DE,FOO.DE,Information technology,Technology,,nan
YHO.F,YHO.F,Information technology,Technology,,nan
2HP.DE,2HP.DE,Information technology,Technology,,nan
EBA.DE,eBay Inc.,Information technology,Technology,,United States
LIN.DE,Linde plc,,Industrials,DAX,Kingdom
HEI.DE,HeidelbergCement AG,,Industrials,DAX,Germany
MAN.DE,MAN SE,,Industrials,,Germany
TKA.DE,thyssenkrupp AG,,Industrials,DAX,Germany
IXD1.DE,Industria de Diseno Textil SA,,Industrials,,nan
UTC1.DE,United Technologies Corporation,,Industrials,,United States
UNP.DE,UNP.DE,,Industrials,,nan
LWE.F,"Lowe's Companies, Inc.",,Industrials,,United States
CAT1.F,Caterpillar Inc.,,Industrials,,United States
ILT.F,Illinois Tool Works Inc.,,Industrials,,United States
KMY.DE,KMY.DE,,Industrials,,nan
SQU.F,VINCI SA,,Industrials,,France
ACOF.F,ACOF.F,,Industrials,,nan
DCO.DE,Deere &amp; Company,,Industrials,,United States
KD8.HM,Kabel Deutschland Holding AG,,Industrials,,Germany
UTDI.DE,United Internet AG,,Industrials,,Germany
PAH3.DE,Porsche Automobil Holding SE,,Industrials,,Germany
PAH3.DE,Porsche Automobil Holding SE,Consumer discretionary,Consumer goods,,Germany
TUI1.DE,TUI AG,,Industrials,,Germany
INH.DE,INDUS Holding AG,,Industrials,,Germany
BRH.F,Berkshire Hathaway Inc.,,Industrials,,United States
ALD.F,Honeywell International Inc.,,Industrials,,United States
TN8.F,Thermo Fisher Scientific Inc.,,Industrials,,United States
SOT.F,The Southern Company,,Industrials,,United States
ENL.F,Enel SpA,,Industrials,,Italy
H4W.F,Jardine Matheson Holdings Limited,,Industrials,,Bermuda
WF3.F,Wesfarmers Limited,,Industrials,,Australia
FIE.DE,Fielmann Aktiengesellschaft,Consumer discretionary,Consumer services,,Germany
TTK.DE,TAKKT AG,Consumer discretionary,Consumer services,,Germany
HBH.DE,Hornbach Holding AG &amp; Co. KGaA,Consumer discretionary,Consumer services,,Germany
WMT.F,Walmart Inc.,Consumer discretionary,Consumer services,,United States
HDI.DE,"The Home Depot, Inc.",Consumer discretionary,Consumer services,,United States
MDO.F,McDonald's Corporation,Consumer discretionary,Consumer services,,United States
SRB.DE,Starbucks Corporation,Consumer discretionary,Consumer services,,United States
PCE1.DE,PCE1.DE,Consumer discretionary,Consumer services,,nan
CTO.F,Costco Wholesale Corporation,Consumer discretionary,Consumer services,,United States
DYH.F,Target Corporation,Consumer discretionary,Consumer services,,United States
HMSB.DE,H &amp; M Hennes &amp; Mauritz AB (publ),Consumer discretionary,Consumer services,,Sweden
CVC1.DE,CVC1.DE,Consumer discretionary,Consumer services,,nan
TCO.F,Tesco PLC,Consumer discretionary,Consumer services,,Kingdom
CAR.F,Carrefour SA,Consumer discretionary,Consumer services,,France
BAS.DE,BASF SE,,Basic materials,DAX,Germany
BAYN.DE,Bayer Aktiengesellschaft,,Basic materials,DAX,Germany
HEN.DE,Henkel AG &amp; Co. KGaA,,Basic materials,,Germany
EVK.DE,Evonik Industries AG,,Basic materials,,Germany
SY1.DE,Symrise AG,,Basic materials,,Germany
LXS.DE,LANXESS Aktiengesellschaft,,Basic materials,,Germany
FPE3.DE,Fuchs Petrolub SE,,Basic materials,,Germany
WCH.DE,Wacker Chemie AG,,Basic materials,,Germany
SDF.DE,K+S Aktiengesellschaft,,Basic materials,,Germany
DUP.F,DUP.F,,Basic materials,,nan
DCH1.F,DCH1.F,,Basic materials,,nan
AIL.F,L'Air Liquide S.A.,,Basic materials,,France
SVJ.F,SVJ.F,,Basic materials,,nan
DLY.F,LyondellBasell Industries N.V.,,Basic materials,,Kingdom
GSP.MI,Gas Plus S.p.A.,Energy,Oil & gas,,Italy
SPM.MI,Saipem S.p.A.,Energy,Oil & gas,FTSE MIB INDEX,Italy
ACE.MI,ACEA S.p.A.,Energy,Oil & gas,,Italy
ACE.MI,ACEA S.p.A.,Utilities,Utilities,,Italy
IKG.MI,Intek Group S.p.A.,,Basic materials,,Italy
ISG.MI,Isagro S.p.A.,,Basic materials,,Italy
TEN.MI,Tenaris S.A.,,Basic materials,FTSE MIB INDEX,Luxembourg
BZU.MI,Buzzi Unicem SpA,,Industrials,FTSE MIB INDEX,Italy
AST.MI,Astaldi S.p.A.,,Industrials,,Italy
CED.MI,Caltagirone Editore SpA,,Industrials,,Italy
CED.MI,Caltagirone Editore SpA,Communication services,Consumer services,,Italy
CEM.MI,Cementir Holding S.p.A.,,Industrials,,Italy
RIC.MI,Gruppo Ceramiche Ricchetti S.p.A.,,Industrials,,Italy
ITM.MI,Italmobiliare S.p.A.,,Industrials,,Italy
PAN.MI,Panariagroup Industrie Ceramiche S.p.A.,,Industrials,,Italy
SAL.MI,Salini Impregilo S.p.A.,,Industrials,,Italy
AUTME.MI,Autostrade Meridionali S.p.A.,,Industrials,,Italy
ATH.MI,Ambienthesis S.p.A.,,Industrials,,Italy
AT.MI,ASTM S.p.A.,,Industrials,,Italy
ATL.MI,Atlantia S.p.A.,,Industrials,FTSE MIB INDEX,Italy
B.MI,Bastogi S.p.A.,,Industrials,,Italy
BE.MI,Beghelli S.p.A.,,Industrials,,Italy
BCM.MI,Biancamano S.p.A.,,Industrials,,Italy
CARR.MI,Carraro SPA,,Industrials,,Italy
CMB.MI,Cembre S.p.A.,,Industrials,,Italy
CIR.MI,Compagnie Industriali Riunite S.p.A.,,Industrials,,Italy
COF.MI,COFIDE - Gruppo De Benedetti S.p.A.,,Industrials,,Italy
RACE.MI,Ferrari N.V.,Consumer staples,Consumer goods,FTSE MIB INDEX,Italy
AEF.MI,Aeffe S.p.A.,Consumer staples,Consumer goods,,Italy
BEC.MI,B&amp;C Speakers S.p.A.,Consumer staples,Consumer goods,,Italy
BAN.MI,BasicNet S.p.A.,Consumer staples,Consumer goods,,Italy
BIA.MI,Bialetti Industrie S.p.A,Consumer staples,Consumer goods,,Italy
bioera,bioera,Consumer staples,Consumer goods,,nan
BF.MI,BF.MI,Consumer staples,Consumer goods,,nan
BRE.MI,Brembo S.p.A.,Consumer staples,Consumer goods,,Italy
CLF.MI,Caleffi,Consumer staples,Consumer goods,,Italy
CPR.MI,Davide Campari-Milano S.p.A.,Consumer staples,Consumer goods,FTSE MIB INDEX,Italy
CLT.MI,CLT.MI,Consumer staples,Consumer goods,,nan
CSP.MI,CSP International Fashion Group S.p.A.,Consumer staples,Consumer goods,,Italy
DLG.MI,De'Longhi S.p.A.,Consumer staples,Consumer goods,,Italy
DIB.MI,Digital Bros S.p.A.,Consumer staples,Consumer goods,,Italy
ELC.MI,Elica S.p.A.,Consumer staples,Consumer goods,,Italy
EM.MI,Emak S.p.A.,Consumer staples,Consumer goods,,Italy
enervit,enervit,Consumer staples,Consumer goods,,nan
FCHA.MI,FCHA.MI,Consumer staples,Consumer goods,,nan
LUX.MI,Luxottica Group S.p.A.,Healthcare,Healthcare,,Italy
AMP.MI,Amplifon SpA,Healthcare,Healthcare,,Italy
DIA.MI,DiaSorin S.p.A.,Healthcare,Healthcare,FTSE MIB INDEX,Italy
MLM.MI,MolMed S.p.A.,Healthcare,Healthcare,,Italy
PRL.MI,Pierrel S.p.A.,Healthcare,Healthcare,,Italy
REC.MI,Recordati Industria Chimica e Farmaceutica S.p.A.,Healthcare,Healthcare,FTSE MIB INDEX,Italy
AGL.MI,Autogrill S.p.A.,Communication services,Consumer services,,Italy
banzai,banzai,Communication services,Consumer services,,nan
CAI.MI,Cairo Communication S.p.A.,Communication services,Consumer services,,Italy
CHL.MI,Centro HL Distribuzione S.p.A.,Communication services,Consumer services,,Italy
CLE.MI,Class Editori S.p.A.,Communication services,Consumer services,,Italy
DMN.MI,Damiani S.p.A.,Communication services,Consumer services,,Italy
FNM.MI,FNM S.p.A.,Communication services,Consumer services,,Italy
ES.MI,ES.MI,Communication services,Consumer services,,nan
i grandi viaggi,i grandi viaggi,Communication services,Consumer services,,nan
S24.MI,Il Sole 24 ORE S.p.A.,Communication services,Consumer services,,Italy
italiaonline,italiaonline,Communication services,Consumer services,,nan
JUVE.MI,Juventus Football Club S.p.A.,Communication services,Consumer services,FTSE MIB INDEX,Italy
ASR.MI,A.S. Roma S.P.A.,Communication services,Consumer services,,Italy
MARR.MI,MARR S.p.A.,Communication services,Consumer services,,Italy
MN.MI,Arnoldo Mondadori Editore S.p.A.,Communication services,Consumer services,,Italy
MS.MI,Mediaset S.p.A.,Communication services,Consumer services,,Italy
MTV.MI,Mondo TV S.p.A.,Communication services,Consumer services,,Italy
TLIT.MI,TLIT.MI,Communication services,Telecommunication,,nan
ACO.MI,Acotel Group SpA,Communication services,Telecommunication,,Italy
TIS.MI,Tiscali Spa,Communication services,Telecommunication,,Italy
A2.MI,A2.MI,Utilities,Utilities,,nan
ENEI.MI,ENEI.MI,Utilities,Utilities,,nan
ENI.MI,Eni S.p.A.,Utilities,Utilities,FTSE MIB INDEX,Italy
SRG.MI,Snam S.p.A.,Utilities,Utilities,FTSE MIB INDEX,Italy
IG.MI,Italgas S.p.A.,Utilities,Utilities,FTSE MIB INDEX,Italy
ACS.MI,Acsm-Agam S.p.A.,Utilities,Utilities,,Italy
ASC.MI,Ascopiave S.p.A.,Utilities,Utilities,,Italy
edison,edison,Utilities,Utilities,,nan
ERG.MI,ERG SPA,Utilities,Utilities,,Italy
ECA.MI,ECA.MI,Utilities,Utilities,,nan
FKR.MI,Falck Renewables S.p.A.,Utilities,Utilities,,Italy
HER.MI,Hera S.p.A.,Utilities,Utilities,,Italy
IRE.MI,Iren SpA,Utilities,Utilities,,Italy
TER.MI,TerniEnergia S.p.A.,Utilities,Utilities,,Italy
TRN.MI,Terna - Rete Elettrica Nazionale Società per Azioni,Utilities,Utilities,FTSE MIB INDEX,Italy
MDBI.MI,MDBI.MI,Financials,Financials,,nan
EMII.MI,EMII.MI,Financials,Financials,,nan
FBK.MI,FinecoBank Banca Fineco S.p.A.,Financials,Financials,FTSE MIB INDEX,Italy
ISP.MI,Intesa Sanpaolo S.p.A.,Financials,Financials,,Italy
UBI.MI,Unione di Banche Italiane S.p.A.,Financials,Financials,FTSE MIB INDEX,Italy
BMED.MI,Banca Mediolanum S.p.A.,Financials,Financials,,Italy
CRDI.MI,CRDI.MI,Financials,Financials,,nan
UNIPI.MI,UNIPI.MI,Financials,Financials,,nan
US.MI,UnipolSai Assicurazioni S.p.A.,Financials,Financials,,Italy
BAMI.MI,Banco BPM Società per Azioni,Financials,Financials,,Italy
BMPS.MI,Banca Monte dei Paschi di Siena S.p.A.,Financials,Financials,,Italy
AZM.MI,Azimut Holding S.p.A.,Financials,Financials,FTSE MIB INDEX,Italy
CRG.MI,Banca Carige S.p.A.,Financials,Financials,,Italy
G.MI,Assicurazioni Generali,Financials,Financials,,Italy
IF.MI,Banca IFIS S.p.A.,Financials,Financials,,Italy
PMI.MI,PMI.MI,Financials,Financials,,nan
BPSO.MI,Banca Popolare di Sondrio S.C.p.A.,Financials,Financials,,Italy
PRO.MI,Banca Profilo S.p.A.,Financials,Financials,,Italy
CASS.MI,Società Cattolica di Assicurazione - Società Cooperativa,Financials,Financials,,Italy
CE.MI,Credito Emiliano S.p.A.,Financials,Financials,,Italy
CVAL.MI,Credito Valtellinese S.p.A.,Financials,Financials,,Italy
BDB.MI,Banco di Desio e della Brianza S.p.A.,Financials,Financials,,Italy
BRI.MI,Brioschi Sviluppo Immobiliare spa,Financials,Financials,,Italy
BSRP.MI,Banco di Sardegna S.p.A.,Financials,Financials,,Italy
MB.MI,Mediobanca Banca di Credito Finanziario S.p.A.,Financials,Financials,FTSE MIB INDEX,Italy
VAS.MI,VAS.MI,Financials,Financials,,nan
EEMS.MI,EEMS Italia SpA,Information technology,Technology,,Italy
EIT.MI,EIT.MI,Information technology,Technology,,nan
ETH.MI,Eurotech,Information technology,Technology,,Italy
ITW.MI,It Way,Information technology,Technology,,Italy
REY.MI,Reply S.p.A.,Information technology,Technology,,Italy
ST8.AS,ST8.AS,Information technology,Technology,,nan
TXT.MI,TXT e-solutions S.p.A.,Information technology,Technology,,Italy
DAI.F,Daimler AG,Consumer discretionary,Consumer goods,,Germany
BMW.F,Bayerische Motoren Werke Aktiengesellschaft,Consumer discretionary,Consumer goods,,Germany
FORD,"Forward Industries, Inc.",Consumer discretionary,Consumer goods,,United States
VOW.DE,Volkswagen Aktiengesellschaft,Consumer discretionary,Consumer goods,,Germany
NSANY,"Nissan Motor Co., Ltd.",Consumer discretionary,Consumer goods,,Japan
SZKMY,Suzuki Motor Corporation,Consumer discretionary,Consumer goods,,Japan
RACE,Ferrari N.V.,Consumer discretionary,Consumer goods,,Italy
0175.HK,Geely Automobile Holdings Limited,Consumer discretionary,Consumer goods,,Hong Kong
HOG,"Harley-Davidson, Inc.",Consumer discretionary,Consumer goods,,United States
MSBHY,Mitsubishi Corporation,Consumer discretionary,Consumer goods,,Japan
NG.L,National Grid plc,Energy,Utilities,,Kingdom
BP.L,BP p.l.c.,Energy,Utilities,,Kingdom
CNA.L,Centrica plc,Energy,Utilities,FTSE 100,Kingdom
SSE.L,SSE plc,Energy,Utilities,FTSE 100,Kingdom
TOT.L,Total Produce plc,Energy,Utilities,,Ireland
UKW.L,Greencoat UK Wind PLC,Energy,Utilities,,Kingdom
EOAN.SW,E.ON SE,Energy,Utilities,,nan
Enel.MI,Enel.MI,Energy,Utilities,,Italy
REP.MA,REP.MA,Energy,Utilities,,nan
HSBA.L,HSBC Holdings plc,Financials,Financials,,Kingdom
RBS.L,The Royal Bank of Scotland Group plc,Financials,Financials,,Kingdom
LLOY.L,Lloyds Banking Group plc,Financials,Financials,,Kingdom
C,Citigroup Inc,Financials,Financials,,United States
PRU.L,Prudential plc,Financials,Financials,FTSE 100,Kingdom
AV.L,Aviva plc,Financials,Financials,,Kingdom
LGEN.L,Legal &amp; General Group Plc,Financials,Financials,,Kingdom
STAN.L,Standard Chartered PLC,Financials,Financials,,Kingdom
SL.L,SL.L,Financials,Financials,,nan
SAN.MC,"Banco Santander, S.A.",Financials,Financials,Ibex 35,Spain
WFC,Wells Fargo &amp; Company,Financials,Financials,,United States
GS,"The Goldman Sachs Group, Inc.",Financials,Financials,Dow Jones Industrial Average,United States
MS,Morgan Stanley,Financials,Financials,,United States
AXP,American Express Company,Financials,Financials,Dow Jones Industrial Average,United States
PFZ.L,PFZ.L,Healthcare,Healthcare,,nan
SN.L,Smith &amp; Nephew plc,Healthcare,Healthcare,,Kingdom
ETX.L,e-Therapeutics plc,Healthcare,Healthcare,,Kingdom
CLIN.L,Clinigen Group Plc,Healthcare,Healthcare,,Kingdom
HIK.L,Hikma Pharmaceuticals PLC,Healthcare,Healthcare,,Kingdom
ABT.L,ABT.L,Healthcare,Healthcare,,nan
SHP.L,Shire plc,Healthcare,Healthcare,,nan
ADBE,Adobe Systems Incorporated,Information technology,Technology,,United States
BA.L,BAE Systems plc,,Industrials,FTSE 100,Kingdom
BOE.L,The Boeing Company,,Industrials,,United States
BBD-B.TO,Bombardier Inc.,,Industrials,,Canada
SGC.L,Stagecoach Group plc,,Industrials,,Kingdom
SGC.L,Stagecoach Group plc,Consumer discretionary,Consumer services,,Kingdom
IAG.L,"International Consolidated Airlines Group, S.A.",,Industrials,,Spain
SRP.L,Serco Group plc,,Industrials,,Kingdom
FGP.L,Firstgroup plc,,Industrials,,Kingdom
RR.L,Rolls-Royce Holdings plc,,Industrials,FTSE 100,Kingdom
FXPO.L,Ferrexpo Plc,,Industrials,,Kingdom
URA.L,URA.L,,Industrials,,nan
ASBE.L,Associated British Engineering plc,,Industrials,,Kingdom
ULVR.L,Unilever PLC,,Basic materials,,Kingdom
RIO.L,Rio Tinto plc,,Basic materials,,Kingdom
AAL.L,Anglo American plc,,Basic materials,,Kingdom
BATS.L,British American Tobacco p.l.c.,,Basic materials,FTSE 100,Kingdom
ABF.L,Associated British Foods plc,,Basic materials,,Kingdom
IMB.L,Imperial Brands PLC,,Basic materials,,Kingdom
SAB.L,SAB.L,,Basic materials,,nan
JMAT.L,Johnson Matthey Plc,,Basic materials,,Kingdom
BLT.L,BLT.L,,Basic materials,,nan
RRS.L,Randgold Resources Limited,,Basic materials,,nan
CRH.L,CRH plc,,Basic materials,,Ireland
KIE.L,Kier Group plc,,Basic materials,,Kingdom
GFRD.L,Galliford Try plc,,Basic materials,,Kingdom
EZJ.L,easyJet plc,Consumer discretionary,Consumer services,FTSE 100,Kingdom
FLYB.L,Flybe Group PLC,Consumer discretionary,Consumer services,,Kingdom
JDW.L,J D Wetherspoon plc,Consumer discretionary,Consumer services,,Kingdom
CCL.L,Carnival plc,Consumer discretionary,Consumer services,FTSE 100,Kingdom
CCP.L,Celtic plc,Consumer discretionary,Consumer services,,Kingdom
CINE.L,Cineworld Group plc,Consumer discretionary,Consumer services,,Kingdom
CPG.L,Compass Group PLC,Consumer discretionary,Consumer services,FTSE 100,Kingdom
EIHOTEL.NS,EIH Limited,Consumer discretionary,Consumer services,,India
LAD.L,LAD.L,Consumer discretionary,Consumer services,,nan
WMH.L,William Hill plc,Consumer discretionary,Consumer services,,Kingdom
RTN.L,The Restaurant Group plc,Consumer discretionary,Consumer services,,Kingdom
TCG.L,Thomas Cook Group plc,Consumer discretionary,Consumer services,,Kingdom
PPH.L,PPHE Hotel Group Limited,Consumer discretionary,Consumer services,,Netherland
TSCO.L,Tesco PLC,Consumer discretionary,Consumer services,FTSE 100,Kingdom
SBRY.L,J Sainsbury plc,Consumer discretionary,Consumer services,,Kingdom
MRW.L,Wm Morrison Supermarkets PLC,Consumer discretionary,Consumer services,,Kingdom
BME.L,B&amp;M European Value Retail S.A.,Consumer discretionary,Consumer services,,Luxembourg
MKS.L,Marks and Spencer Group plc,Consumer discretionary,Consumer services,,Kingdom
KGF.L,Kingfisher plc,Consumer discretionary,Consumer services,,Kingdom
DC.L,Dixons Carphone plc,Consumer discretionary,Consumer services,,Kingdom
TGT,Target Corporation,Consumer discretionary,Consumer services,,United States
LUX,"Luxottica Group, S.p.A.",Consumer discretionary,Consumer services,,nan
GPS,"The Gap, Inc.",Consumer discretionary,Consumer services,,United States
TED.L,Ted Baker Plc,Consumer discretionary,Consumer services,,Kingdom
DEB.L,Debenhams plc,Consumer discretionary,Consumer services,,Kingdom
ABF.l,ABF.l,Consumer staples,Consumer goods,,Kingdom
DGE.L,Diageo plc,Consumer staples,Consumer goods,,Kingdom
